#Step Temp TotEng 
       0         1500   -4142.9037 
      10          900   -4156.2218 
      20          900   -4079.7491 
      30          900   -4093.7568 
      40          900   -4070.8009 
      50          900   -4009.9061 
      60          900   -4010.9983 
      70    903.57793   -4032.0493 
      80          900   -4033.7814 
      90          900   -4069.1461 
     100     909.0907   -4097.3008 
     110    891.87192   -4097.4497 
     120          900   -4103.7005 
     130    903.00346   -4115.6475 
     140    890.09558   -4112.8435 
     150    906.93712   -4112.8502 
     160    902.51627   -4119.9405 
     170          900   -4103.0724 
     180    898.96916   -4085.5535 
     190          900   -4101.5445 
     200          900   -4106.8038 
     210          900   -4086.4586 
     220          900   -4086.3717 
     230          900   -4108.1674 
     240          900   -4109.6242 
     250          900   -4098.6572 
     260    899.74473   -4097.1694 
     270    897.10417   -4095.7312 
     280    909.51839   -4094.3818 
     290    904.52912   -4103.3395 
     300    891.43843   -4101.0407 
     310    895.34566   -4089.9874 
     320    906.23068   -4091.4382 
     330          900   -4099.2327 
     340    903.88179   -4099.2267 
     350    901.94042   -4100.7583 
     360    901.84945   -4100.7634 
     370    892.27852   -4094.3069 
     380          900   -4085.8392 
     390          900   -4087.4026 
     400    897.89296   -4087.3998 
     410    901.31596   -4087.3942 
     420          900   -4096.7991 
     430          900   -4108.2842 
     440    903.37135   -4110.9805 
     450          900    -4115.936 
     460    902.39629   -4122.6903 
     470    892.03145   -4119.2775 
     480          900   -4105.2071 
     490    891.78868   -4093.5144 
     500    891.63427   -4083.8748 
     510    891.62422   -4071.9005 
     520    899.58596   -4065.4857 
     530    905.01422   -4068.6203 
     540    908.58186   -4077.1896 
     550    907.02196   -4088.3311 
     560    906.59987   -4096.1569 
     570    906.50391   -4105.7424 
     580    908.49445   -4109.0974 
     590    901.32066   -4109.0917 
     600    909.34591    -4110.546 
     610    904.01026   -4113.8238 
     620    893.09186   -4108.9609 
     630    890.40506   -4102.5528 
     640    909.32734   -4102.9519 
     650          900   -4109.3525 
     660    891.68408   -4108.0292 
     670          900   -4101.0244 
     680          900   -4094.8385 
     690    896.25734   -4088.8031 
     700    898.75809   -4087.2383 
     710    906.61133   -4088.7954 
     720          900   -4087.0576 
     730          900    -4077.684 
     740    890.05735   -4069.3252 
     750          900   -4069.2952 
     760          900    -4080.896 
     770          900   -4098.4242 
     780    900.33657   -4104.8269 
     790     908.8252   -4104.8163 
     800          900   -4116.4328 
     810          900   -4126.3366 
     820          900   -4120.4547 
     830          900    -4110.073 
     840          900   -4105.2509 
     850    898.16078   -4102.2484 
     860    894.11279   -4100.8087 
     870    898.08492   -4097.9735 
     880    895.62212   -4096.6239 
     890    898.87514   -4096.6276 
     900          900   -4093.6788 
     910          900   -4084.9086 
     920    898.70391   -4080.4917 
     930          900   -4086.1917 
     940    906.14878   -4087.9173 
     950    891.49862     -4087.91 
     960    905.16765   -4089.7848 
     970    905.01463   -4097.4232 
     980     905.2709   -4099.1568 
     990    897.45066   -4097.8202 
    1000     909.1638   -4103.8132 
    1010    905.30395   -4115.1037 
    1020          900   -4112.8353 
    1030    892.20665   -4100.7869 
    1040      905.505   -4099.1157 
    1050          900   -4106.9563 
    1060    891.86058   -4103.2875 
    1070     893.8296   -4091.8573 
    1080          900   -4092.0126 
    1090    908.92122   -4096.5868 
    1100    903.46779   -4097.9808 
    1110          900   -4100.7883 
    1120          900   -4108.7822 
    1130    894.48036   -4108.7868 
    1140    894.33211     -4100.07 
    1150          900   -4093.7621 
    1160    893.80775   -4087.1989 
    1170          900   -4080.8873 
    1180          900   -4082.2286 
    1190    897.09248   -4083.5884 
    1200    897.39839   -4078.5919 
    1210    908.82756   -4082.1742 
    1220          900   -4095.2586 
    1230          900   -4101.6011 
    1240          900   -4108.6216 
    1250          900   -4119.4151 
    1260    909.26408    -4124.387 
    1270       892.08   -4122.8839 
    1280    895.10471   -4120.0364 
    1290    890.56911   -4118.5541 
    1300          900   -4106.1212 
    1310          900   -4089.2787 
    1320    897.20703   -4082.6872 
    1330    891.29659   -4082.6971 
    1340          900   -4074.0201 
    1350    897.32334   -4069.1552 
    1360          900   -4073.6014 
    1370    905.95659   -4078.2892 
    1380    901.58353   -4080.9873 
    1390    907.51948   -4086.0828 
    1400     907.9195   -4097.3568 
    1410     904.9198   -4103.7315 
    1420          900   -4108.6729 
    1430          900   -4119.9608 
    1440    900.43984   -4125.0769 
    1450          900   -4119.0275 
    1460    895.78713   -4116.1152 
    1470    901.46279    -4117.564 
    1480          900   -4108.8268 
    1490          900     -4090.38 
    1500          900   -4076.8566 
    1510    892.49521   -4075.2667 
    1520    890.87544   -4075.2662 
    1530    900.22724   -4075.2635 
    1540          900   -4080.3828 
    1550          900   -4087.9091 
    1560          900   -4096.8544 
    1570          900   -4105.7561 
    1580    908.77707   -4112.1894 
    1590    900.83472   -4115.2549 
    1600    894.34989   -4111.6203 
    1610          900    -4104.199 
    1620     895.5216   -4102.8763 
    1630    890.49557   -4100.0152 
    1640    892.31695   -4090.4676 
    1650     895.6421   -4083.7851 
    1660          900   -4085.2876 
    1670    909.46446   -4088.1616 
    1680    901.70912   -4089.5351 
    1690          900   -4093.7186 
    1700          900    -4103.054 
    1710          900   -4112.3901 
    1720    908.06469   -4118.8878 
    1730      892.325   -4120.3092 
    1740          900   -4111.3653 
    1750          900   -4098.7401 
    1760          900   -4089.3712 
    1770          900   -4080.2738 
