#Step Temp TotEng 
       0          900   -4220.3822 
      10          900   -4017.1952 
      20          900   -4081.8173 
      30          900   -4109.7613 
      40          900   -4101.7309 
      50          900   -4098.3901 
      60          900   -4092.6536 
      70          900   -4098.5797 
      80          900   -4079.6012 
      90          900   -4112.2668 
     100          900   -4084.1319 
     110          900   -4079.1612 
     120          900   -4106.6223 
     130     907.5486   -4108.3453 
     140    898.53962   -4086.6413 
     150    906.91604   -4059.6801 
     160          900   -4107.7189 
     170    893.74386   -4105.9278 
     180          900   -4092.1108 
     190          900   -4076.8854 
     200          900   -4102.0034 
     210    890.30631   -4106.0013 
     220    901.36607   -4093.6023 
     230          900   -4090.5638 
     240          900   -4074.0738 
     250          900   -4109.4549 
     260          900   -4109.3323 
     270    900.00712   -4074.2251 
     280          900   -4081.3402 
     290          900   -4112.3738 
     300          900    -4091.153 
     310    908.54611   -4079.4477 
     320    896.54904   -4101.9211 
     330    897.56922   -4089.0256 
     340          900   -4094.1793 
     350          900   -4106.0501 
     360          900   -4063.4343 
     370          900   -4110.3983 
     380    891.76726   -4101.9258 
     390          900   -4098.9388 
     400     890.3274   -4069.7128 
     410          900   -4102.1755 
     420          900   -4105.6805 
     430          900   -4096.8235 
     440    895.35871   -4079.9977 
     450    902.92335   -4086.0531 
     460          900   -4111.4328 
     470          900   -4087.2304 
     480    909.35604   -4091.7065 
     490    899.02929   -4092.0604 
     500          900   -4090.8138 
     510    906.81179   -4100.2018 
     520    895.19844   -4094.2634 
     530          900   -4082.9327 
     540          900   -4102.9361 
     550          900   -4108.1876 
     560    897.53305    -4067.612 
     570          900   -4097.9692 
     580    891.86969   -4103.1581 
     590          900   -4100.6773 
     600          900   -4094.0877 
     610          900    -4082.484 
     620          900   -4094.5028 
     630     896.8703   -4100.4796 
     640          900   -4106.4575 
     650    896.73541   -4073.5012 
     660          900   -4099.7599 
     670          900   -4106.6819 
     680    908.11591   -4090.0306 
     690    906.79104   -4084.6588 
     700    899.79726   -4100.5873 
     710          900   -4101.4688 
     720          900   -4089.4794 
     730          900   -4093.9554 
     740     890.8238   -4095.7729 
     750    891.47644   -4093.5154 
     760          900    -4099.641 
     770    907.85816    -4086.476 
     780          900   -4094.4166 
     790          900   -4099.0599 
     800          900   -4104.4261 
     810    892.43691   -4082.0202 
     820          900   -4083.4236 
     830          900   -4115.7044 
     840          900   -4093.0728 
     850          900   -4094.2373 
     860    900.07351   -4094.6044 
     870    895.09491   -4090.1919 
     880          900   -4101.0257 
     890          900   -4097.5356 
     900          900   -4077.8422 
     910    902.57706   -4101.6807 
     920    891.85811   -4095.7241 
     930    893.24168   -4085.4537 
     940          900   -4090.1537 
     950          900   -4100.9318 
     960          900   -4099.3324 
     970    900.89624   -4083.7183 
     980    903.35552   -4091.2909 
     990    898.09837   -4091.0589 
    1000          900    -4101.315 
    1010          900   -4096.8255 
    1020          900   -4090.3052 
    1030          900   -4090.2786 
    1040          900   -4099.4063 
    1050          900   -4097.4525 
    1060    905.64631   -4092.1338 
    1070    899.33931   -4090.0833 
    1080    900.43743   -4100.5993 
    1090          900   -4094.5927 
    1100    898.27556   -4089.2155 
    1110    898.20585   -4090.6486 
    1120    905.08668   -4102.9399 
    1130          900   -4094.0973 
    1140    899.54565   -4087.7365 
    1150          900   -4095.4129 
    1160          900   -4096.7686 
    1170          900   -4102.0058 
    1180          900   -4084.2722 
    1190          900   -4091.1148 
    1200          900   -4100.9967 
    1210    905.25846   -4094.0139 
    1220    896.14111   -4094.4261 
    1230    893.70787   -4088.5673 
    1240    908.46664   -4095.6572 
    1250          900   -4099.4685 
    1260          900   -4094.7835 
    1270          900   -4089.0465 
    1280          900    -4091.931 
    1290          900   -4097.0778 
    1300          900   -4098.0873 
    1310    897.95706   -4088.9032 
    1320          900   -4101.5734 
    1330    891.96637   -4099.7616 
    1340    905.53222   -4088.8883 
    1350    896.27721    -4090.177 
    1360    909.14655   -4093.2203 
    1370          900   -4104.7824 
    1380          900   -4087.4284 
    1390          900    -4085.945 
    1400    899.23851   -4094.7974 
    1410          900   -4098.9768 
    1420          900   -4098.0199 
    1430    890.30011   -4094.0958 
    1440    908.33487   -4091.2284 
    1450          900   -4092.7185 
    1460          900   -4099.0771 
    1470    896.06304   -4089.5686 
    1480    903.91869   -4096.9837 
    1490    901.90527   -4095.0426 
    1500     899.6924   -4095.2303 
    1510          900    -4092.035 
    1520    900.37181    -4090.807 
    1530    905.47587   -4098.2417 
    1540    905.59678   -4098.3574 
    1550          900   -4092.2219 
    1560          900    -4087.687 
    1570    899.67317   -4100.6786 
    1580          900   -4100.0188 
    1590          900   -4092.4831 
    1600    906.48789   -4089.4504 
    1610          900   -4098.7419 
    1620          900   -4098.1238 
    1630    894.09852   -4093.2329 
    1640          900   -4090.4134 
    1650          900   -4097.2443 
    1660    900.41378   -4093.4951 
    1670          900   -4094.8757 
    1680          900   -4096.5142 
    1690    907.59224    -4087.917 
    1700    896.53917   -4097.4026 
    1710    893.68799   -4098.0443 
    1720     905.1056   -4090.7089 
    1730          900   -4097.5983 
    1740          900   -4098.7257 
    1750    890.56646   -4092.5451 
    1760    909.42388   -4092.9233 
    1770    892.93139   -4091.4699 
    1780    906.01453   -4098.5584 
    1790          900   -4097.2531 
    1800    893.10729    -4088.542 
    1810          900   -4090.6486 
    1820    894.00879   -4100.4003 
    1830    895.92418    -4096.465 
    1840    894.80512   -4092.8013 
    1850          900   -4094.6399 
    1860    903.92328   -4093.5856 
    1870          900   -4091.1698 
    1880          900   -4092.9799 
    1890          900   -4098.2913 
    1900    898.82831   -4098.2742 
    1910          900   -4094.5823 
    1920          900   -4091.5039 
    1930          900   -4090.0214 
    1940          900   -4101.9511 
    1950     896.3341   -4095.0207 
    1960          900   -4092.8687 
    1970    893.36918   -4090.0678 
    1980    890.44768   -4092.3794 
    1990     893.1204   -4098.7363 
    2000          900   -4098.2775 
    2010    894.19568   -4092.7702 
    2020    907.16337   -4095.8058 
    2030    908.19105    -4095.594 
    2040    905.86635   -4093.4551 
    2050    893.98024    -4091.839 
    2060    902.63046   -4095.8137 
    2070    894.19745   -4099.3131 
    2080          900   -4088.6899 
    2090          900   -4091.3823 
    2100          900   -4099.8491 
    2110          900   -4090.8335 
    2120    903.37671   -4099.6301 
    2130          900    -4092.879 
    2140    905.78796    -4092.843 
    2150    901.66279   -4097.5683 
    2160    896.20967   -4095.9638 
    2170    892.83693   -4090.0057 
    2180     893.1036   -4094.3031 
    2190    904.70525   -4097.6537 
    2200          900   -4097.9669 
    2210          900   -4092.0726 
    2220          900   -4093.4101 
