# # Free energy [meV] +- error; FC gradient +- error; Structure gradient +- error; Kong-Liu effective sample size
-3.945583267606549782e+01 6.345098652477951795e-01 7.444412598075196001e+03 7.072928391960682575e+02 0.000000000000000000e+00 8.918132272353927817e-15 4.903646006685856662e+01
-4.002548954579027907e+01 6.246285946400351730e-01 7.197797260704551263e+03 6.952180077422520981e+02 0.000000000000000000e+00 8.659962300760509234e-15 4.480117575930056972e+01
-4.039492906233451208e+01 6.293773423154301883e-01 7.021266712399336939e+03 6.971644950143599999e+02 0.000000000000000000e+00 8.428586876525317514e-15 4.036120736267202602e+01
-4.064694572614237700e+01 6.348796555584580448e-01 6.892649928296719736e+03 7.032069394563733340e+02 0.000000000000000000e+00 8.314935975812438490e-15 3.676897681685683494e+01
-4.087747913245159737e+01 6.400821677953880684e-01 6.768866632818685503e+03 7.122225510250160596e+02 0.000000000000000000e+00 8.172378455326856593e-15 3.324946918839830090e+01
-4.108820753978371698e+01 6.440143778668776520e-01 6.650321382949101462e+03 7.234938521087907475e+02 0.000000000000000000e+00 8.078715926039641759e-15 2.996544374932701515e+01
-4.128056907895747685e+01 6.462076374279509539e-01 6.537324324894926576e+03 7.364121403411332949e+02 0.000000000000000000e+00 7.894563889277102388e-15 2.700664485610646182e+01
-4.145593496763317631e+01 6.465458892709259331e-01 6.430022966700829784e+03 7.504681850683296034e+02 0.000000000000000000e+00 7.829022597534112995e-15 2.440492069539016740e+01
-4.123700128418676769e+01 5.366468911693035304e-01 6.775940896116826480e+03 6.630500529723670979e+02 0.000000000000000000e+00 9.230105116793105792e-15 4.948915430757890732e+01
-4.155645404087898243e+01 5.474114226285750062e-01 6.557702334064793831e+03 6.527748363256602033e+02 0.000000000000000000e+00 9.366425912709887267e-15 4.687128938218766905e+01
-4.187256586064141572e+01 5.643847605015200886e-01 6.332482553124250444e+03 6.493069464575858092e+02 0.000000000000000000e+00 9.420546763614963185e-15 4.255457317719292121e+01
-4.210544853326448589e+01 5.794255123526205198e-01 6.159826168415162101e+03 6.508674336373713913e+02 0.000000000000000000e+00 9.512936380224603076e-15 3.869542988234913850e+01
-4.230112701526518038e+01 5.928258331741953491e-01 6.009822249496199220e+03 6.548079315781326386e+02 0.000000000000000000e+00 9.519557649932923989e-15 3.525622915074541908e+01
-4.248857304711914651e+01 6.056715540360839700e-01 5.861493660817492128e+03 6.607902505770407515e+02 0.000000000000000000e+00 9.575718775811040862e-15 3.194790434743018182e+01
-4.266669575393223823e+01 6.173667346902487196e-01 5.715910758522528340e+03 6.684507532591151175e+02 0.000000000000000000e+00 9.597284165525845670e-15 2.889270350450685854e+01
-4.283479377691745782e+01 6.275266259856208118e-01 5.573937699062398679e+03 6.774306121595049035e+02 0.000000000000000000e+00 9.606975493350811125e-15 2.615149541190464078e+01
-4.299253196937522148e+01 6.359611763882677682e-01 5.436215382998205314e+03 6.873963970918889572e+02 0.000000000000000000e+00 9.637123852966848271e-15 2.373991343582751412e+01
