# # Free energy [meV] +- error; FC gradient +- error; Structure gradient +- error; Kong-Liu effective sample size
2.014777178989343298e+01 3.365321405792163212e-01 8.933610054532049389e+02 1.336410199433499599e+02 2.950209432581649346e-16 1.837649556715081345e-01 4.543839937435007670e+01
2.001377823748609330e+01 3.730497028508953372e-01 8.615831870137575379e+02 1.364652450947677949e+02 7.894933705278074262e-16 1.820679774680944718e-01 4.101051396522800019e+01
1.991776206689611683e+01 4.008534897268544728e-01 8.427316083818548123e+02 1.392390524386165396e+02 1.297919105990647541e-16 1.807978790380715406e-01 3.718022758643128611e+01
1.984070962333668575e+01 4.234729076927781222e-01 8.291306344242517525e+02 1.418784763420144941e+02 1.297919105990647541e-16 1.796954206365379003e-01 3.390262770727463248e+01
1.977069431561994506e+01 4.439194422599434531e-01 8.175299701466813076e+02 1.445746259728284144e+02 7.568103870432086084e-16 1.786046449204718722e-01 3.089060675054377825e+01
1.969818898473350188e+01 4.647235959025337038e-01 8.059503732280260238e+02 1.476482682338120753e+02 6.618114848511213665e-16 1.773667758045941178e-01 2.783578737670455894e+01
1.963300447040742469e+01 4.829249387571379337e-01 7.956683025846265309e+02 1.506437326928159450e+02 1.297919105990647541e-16 1.761436976314065539e-01 2.520886902774746829e+01
1.957478733795759140e+01 4.986632006496214409e-01 7.864190686635593011e+02 1.534965010216062922e+02 1.835534802555136587e-16 1.749533285442960440e-01 2.299271948031438839e+01
1.960297218638291028e+01 2.155132149360469151e-01 5.226410971496834463e+02 1.275882393571588835e+02 6.532716240402679439e-16 1.550369885622005228e-01 4.594029176265862446e+01
1.952544070548393051e+01 2.280184090406539021e-01 4.607807118313906471e+02 1.324793160674742012e+02 2.521216911498213051e-15 1.525709206127313089e-01 4.161433984491168303e+01
1.946666031732242885e+01 2.384638198223279215e-01 4.175676347923280218e+02 1.367080702795847174e+02 2.302358748020972846e-15 1.519599395698032762e-01 3.770545383703013442e+01
1.941470404700574903e+01 2.482144820174649880e-01 3.821390657910051232e+02 1.408155958758904376e+02 0.000000000000000000e+00 1.525229704599037894e-01 3.407951533038188074e+01
1.936853249267891997e+01 2.571783660748865330e-01 3.528467627381136253e+02 1.447359692230154735e+02 2.076670569585036065e-15 1.540876288154855167e-01 3.090312857891156639e+01
1.932736022806552612e+01 2.653290153180781208e-01 3.284730390239328131e+02 1.484209082114602154e+02 2.076670569585036065e-15 1.565276950821993529e-01 2.820960770137078555e+01
1.928481553195594600e+01 2.738266326596512923e-01 3.050837218048682757e+02 1.523818851144441453e+02 5.843039036502899693e-15 1.603494397058999876e-01 2.563047324997191367e+01
1.924050548565809038e+01 2.826728836798909628e-01 2.826910122068665601e+02 1.566291373255967301e+02 2.076670569585036065e-15 1.661455751001498504e-01 2.320347478795934038e+01
1.858512580094146927e+01 2.714314727500640179e-01 4.779641760078336006e+02 1.746754447575788447e+02 1.774308112432524168e-14 1.491265942746616280e-01 4.614852294035284785e+01
1.849313543915481617e+01 3.128176120579840291e-01 4.891524570466845603e+02 1.908676119010441141e+02 2.324881936875017759e-14 1.558062157703112571e-01 4.169706957951542137e+01
1.842027228582560738e+01 3.517223566516306521e-01 4.999942113302500388e+02 2.052873857665739479e+02 2.090469196928857105e-14 1.649102001145313634e-01 3.765941694692414643e+01
1.835374629114566858e+01 3.905616014962010052e-01 5.109869515206422079e+02 2.193345920284622252e+02 4.498920389622952328e-14 1.784438119918663468e-01 3.394186524761315837e+01
1.829295874028949243e+01 4.278862438807110591e-01 5.215656472112843858e+02 2.326542436243535690e+02 3.322672911336057704e-14 1.987905406733201097e-01 3.071005527278371261e+01
1.823717197742329788e+01 4.630918340930795241e-01 5.315484847211957913e+02 2.451182571410890318e+02 1.473509598733422621e-13 2.309026818375777557e-01 2.797006750286326593e+01
1.817557683120894296e+01 5.028233820675021004e-01 5.434462544337269492e+02 2.590918945899923074e+02 3.759175275632920236e-13 3.045124362753717229e-01 2.522590882773546994e+01
1.810477065876364478e+01 5.373579509082817562e-01 5.543801132555870481e+02 2.711704674174291654e+02 1.372656730719900477e-12 4.946676965647143209e-01 2.311611021683073730e+01
6.657876551080396155e+01 1.022008695896210817e+01 5.180533140363849270e+03 8.916588154323131903e+02 1.329069164534423082e-13 3.455437622993635216e+00 4.559686652220865710e+01
5.391121800377717932e+01 7.794931842289153145e+00 4.298298834793632523e+03 6.841332250350044433e+02 0.000000000000000000e+00 2.919794992814455536e+00 4.104531150628695713e+01
4.539598108505487772e+01 6.078991917012133150e+00 3.657919712188300309e+03 5.525496338175307756e+02 1.672375357543085936e-13 2.500705529442041719e+00 3.720481415166335637e+01
3.875951391369527244e+01 4.702063957886018386e+00 3.119540381496684404e+03 4.565807708916342449e+02 4.853074412666991087e-13 2.125014807937381622e+00 3.373966312579525351e+01
